source_type,raw_text,language,event_date,label_gpt,label_germini,label
GITHUB,distributed,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,apache-kafka,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,algorithm,Swift,2016,mobile,mobile,mobile
GITHUB,hacktoberfest,JavaScript,2016,other,other,other
GITHUB,cli,Go,2016,developer tools,developer tools,developer tools
GITHUB,atomic,C++,2016,developer tools,developer tools,developer tools
GITHUB,audio,C#,2016,other,other,other
GITHUB,algorithms,Swift,2016,mobile,mobile,mobile
GITHUB,censorship-circumvention,Rust,2016,security,security,security
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,anti-debug,C++,2016,security,security,security
GITHUB,component,Swift,2016,mobile,mobile,mobile
GITHUB,image-picker,Java,2016,mobile,mobile,mobile
GITHUB,hololens,C#,2016,game,game,game
GITHUB,chrome,C#,2016,testing_qa,testing_qa,testing_qa
GITHUB,apple,Swift,2016,mobile,mobile,mobile
GITHUB,city,Java,2016,other,other,other
GITHUB,characters,Swift,2016,mobile,mobile,mobile
GITHUB,abstraction,Swift,2016,mobile,mobile,mobile
GITHUB,cpu-temperature,Swift,2016,mobile,mobile,mobile
GITHUB,cms,JavaScript,2016,web backend,web backend,web backend
GITHUB,natural-language-processing,Python,2016,data_ai,data_ai,data_ai
GITHUB,apple-swift,Swift,2016,mobile,mobile,mobile
GITHUB,linux,Swift,2016,other,other,other
GITHUB,font,Rust,2016,developer tools,developer tools,developer tools
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,project,Java,2016,other,other,other
GITHUB,async,Swift,2016,mobile,mobile,mobile
GITHUB,deeplink,Swift,2016,mobile,mobile,mobile
GITHUB,book,C#,2016,other,other,other
GITHUB,adapter,Java,2016,other,other,other
GITHUB,android-library,Kotlin,2016,mobile,mobile,mobile
GITHUB,lisp,Rust,2016,developer tools,developer tools,developer tools
GITHUB,bft,Python,2016,blockchain,blockchain,blockchain
GITHUB,kitura,Swift,2016,web backend,web backend,web backend
GITHUB,fluent-assertions,Kotlin,2016,testing_qa,testing_qa,testing_qa
GITHUB,java,Java,2016,other,other,other
GITHUB,babel,JavaScript,2016,developer tools,developer tools,developer tools
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,animation-library,Swift,2016,mobile,mobile,mobile
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,distributed-transaction,Java,2016,enterprise,enterprise,enterprise
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,computer-vision,Python,2016,data_ai,data_ai,data_ai
GITHUB,go,Go,2016,other,other,other
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,api,TypeScript,2016,web backend,web backend,web backend
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,eslint,JavaScript,2016,developer tools,developer tools,developer tools
GITHUB,code,Swift,2016,mobile,mobile,mobile
GITHUB,cocoa-touch,Swift,2016,mobile,mobile,mobile
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,awesome,JavaScript,2016,other,other,other
GITHUB,chat,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,statistics,Python,2016,data_ai,data_ai,data_ai
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,chat,Swift,2016,mobile,mobile,mobile
GITHUB,android,C#,2016,mobile,mobile,mobile
GITHUB,2d,Go,2016,game,game,game
GITHUB,eclipseiot,Java,2016,iot,iot,iot
GITHUB,eventstream,Go,2016,web backend,web backend,web backend
GITHUB,avro,Rust,2016,developer tools,developer tools,developer tools
GITHUB,application-coordinator,Swift,2016,mobile,mobile,mobile
GITHUB,client,Go,2016,developer tools,developer tools,developer tools
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,activity-fragment,Java,2016,mobile,mobile,mobile
GITHUB,alarms,Java,2016,mobile,mobile,mobile
GITHUB,rust,Rust,2016,other,other,other
GITHUB,apple-tv,Swift,2016,mobile,mobile,mobile
GITHUB,chrome-extension,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,component,Swift,2016,mobile,mobile,mobile
GITHUB,generator,Python,2016,developer tools,developer tools,developer tools
GITHUB,driver,C++,2016,embedded,embedded,embedded
GITHUB,2wd,C++,2016,embedded,embedded,embedded
GITHUB,bep0003,Go,2016,other,other,other
GITHUB,csharp,C#,2016,other,other,other
GITHUB,accessibility,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,android-application,Java,2016,mobile,mobile,mobile
GITHUB,ansi,C++,2016,developer tools,developer tools,developer tools
GITHUB,media-manager,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,collection-view,Swift,2016,mobile,mobile,mobile
GITHUB,angular,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,actionsheet,JavaScript,2016,mobile,mobile,mobile
GITHUB,api,Go,2016,web backend,web backend,web backend
GITHUB,binary,C#,2016,developer tools,developer tools,developer tools
GITHUB,audio,Kotlin,2016,mobile,mobile,mobile
GITHUB,character-styles,Swift,2016,mobile,mobile,mobile
GITHUB,component,C#,2016,developer tools,developer tools,developer tools
GITHUB,deep-learning,Python,2016,data_ai,data_ai,data_ai
GITHUB,shici,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,game,Go,2016,game,game,game
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,ingress,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,fast,Go,2016,developer tools,developer tools,developer tools
GITHUB,gui,Rust,2016,other,other,other
GITHUB,backend,Go,2016,web backend,web backend,web backend
GITHUB,azure-devops,C#,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,image-analysis,Python,2016,data_ai,data_ai,data_ai
GITHUB,adapter,Kotlin,2016,mobile,mobile,mobile
GITHUB,drag-and-drop,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,mybatis,Java,2016,web backend,web backend,web backend
GITHUB,browser,C#,2016,web frontend,web frontend,web frontend
GITHUB,gpu,Rust,2016,data_ai,data_ai,data_ai
GITHUB,angular,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,classname,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,cpp,C++,2016,other,other,other
GITHUB,elasticsearch,Python,2016,web backend,web backend,web backend
GITHUB,exploitation,Python,2016,security,security,security
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,netty,Java,2016,web backend,web backend,web backend
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,react-native,Swift,2016,mobile,mobile,mobile
GITHUB,dhcp,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,dark-mode,Swift,2016,mobile,mobile,mobile
GITHUB,barcode,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,k8s-sig-cluster-lifecycle,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,calendar,Swift,2016,mobile,mobile,mobile
GITHUB,docker,Java,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,anim,C#,2016,game,game,game
GITHUB,crdt,JavaScript,2016,developer tools,developer tools,developer tools
GITHUB,cplusplus,C++,2016,other,other,other
GITHUB,barcode-scanner,Swift,2016,mobile,mobile,mobile
GITHUB,cross-platform,C#,2016,other,other,other
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,crdt,Rust,2016,developer tools,developer tools,developer tools
GITHUB,infinity-mode,Swift,2016,mobile,mobile,mobile
GITHUB,flowchart,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,blocks,C#,2016,game,game,game
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,go,Go,2016,other,other,other
GITHUB,aws-s3,JavaScript,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,click,Swift,2016,mobile,mobile,mobile
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,bilibili,Python,2016,other,other,other
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,backup,Rust,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,c,C++,2016,other,other,other
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,game-server,C#,2016,game,game,game
GITHUB,alertview,Swift,2016,mobile,mobile,mobile
GITHUB,auto,Swift,2016,mobile,mobile,mobile
GITHUB,bare-metal,Rust,2016,embedded,embedded,embedded
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,launcher,Java,2016,mobile,mobile,mobile
GITHUB,data-analysis,Python,2016,data_ai,data_ai,data_ai
GITHUB,go,Go,2016,other,other,other
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,concurrency,C++,2016,developer tools,developer tools,developer tools
GITHUB,concurrency,C++,2016,developer tools,developer tools,developer tools
GITHUB,angularjs,Java,2016,web frontend,web frontend,web frontend
GITHUB,excel,C#,2016,developer tools,developer tools,developer tools
GITHUB,fed,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,algorithm,C#,2016,other,other,other
GITHUB,2d,C++,2016,game,game,game
GITHUB,ethereum,Go,2016,blockchain,blockchain,blockchain
GITHUB,aws-ecs,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,algorithm,Swift,2016,mobile,mobile,mobile
GITHUB,app,Swift,2016,mobile,mobile,mobile
GITHUB,freemarker,Java,2016,web backend,web backend,web backend
GITHUB,apple,Swift,2016,mobile,mobile,mobile
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,algorithms,Kotlin,2016,other,other,other
GITHUB,aurora,C#,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,bedrock,C#,2016,data_ai,data_ai,data_ai
GITHUB,react-native,JavaScript,2016,mobile,mobile,mobile
GITHUB,bluelight,Python,2016,other,other,other
GITHUB,ecs,Rust,2016,game,game,game
GITHUB,async,JavaScript,2016,other,other,other
GITHUB,cypher,TypeScript,2016,data_ai,data_ai,data_ai
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,reactive-programming,Swift,2016,mobile,mobile,mobile
GITHUB,applescript,Swift,2016,developer tools,developer tools,developer tools
GITHUB,ble,Swift,2016,mobile,mobile,mobile
GITHUB,bitcoin,Go,2016,blockchain,blockchain,blockchain
GITHUB,backup,C#,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,7zip,Go,2016,developer tools,developer tools,developer tools
GITHUB,falcon,Go,2016,web backend,web backend,web backend
GITHUB,baidu,Kotlin,2016,mobile,mobile,mobile
GITHUB,compression,Python,2016,developer tools,developer tools,developer tools
GITHUB,blockchain,JavaScript,2016,blockchain,blockchain,blockchain
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,oculus,C++,2016,game,game,game
GITHUB,calendar,Swift,2016,mobile,mobile,mobile
GITHUB,es6,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,3d-models,C++,2016,game,game,game
GITHUB,aes,Swift,2016,security,security,security
GITHUB,android,JavaScript,2016,mobile,mobile,mobile
GITHUB,arduino,C++,2016,embedded,embedded,embedded
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,mapping,C++,2016,other,other,other
GITHUB,cluster,Python,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,3d-graphics,C++,2016,game,game,game
GITHUB,cuda,C++,2016,data_ai,data_ai,data_ai
GITHUB,cobra,Python,2016,data_ai,data_ai,data_ai
GITHUB,android,TypeScript,2016,mobile,mobile,mobile
GITHUB,map,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,collaborative-filtering,Python,2016,data_ai,data_ai,data_ai
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,distributed-tracing,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,datatable,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,autonomous-driving,C++,2016,embedded,embedded,embedded
GITHUB,ast,Rust,2016,developer tools,developer tools,developer tools
GITHUB,microservice,Java,2016,enterprise,enterprise,enterprise
GITHUB,golang,Go,2016,other,other,other
GITHUB,deprecated,Swift,2016,mobile,mobile,mobile
GITHUB,cyclejs,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,c-plus-plus,C++,2016,other,other,other
GITHUB,beta,C#,2016,other,other,other
GITHUB,extensions,Swift,2016,mobile,mobile,mobile
GITHUB,swift,Swift,2016,mobile,mobile,mobile
GITHUB,api,Go,2016,web backend,web backend,web backend
GITHUB,component,Swift,2016,mobile,mobile,mobile
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,go,Go,2016,other,other,other
GITHUB,command-line,Go,2016,developer tools,developer tools,developer tools
GITHUB,integration-testing,JavaScript,2016,testing_qa,testing_qa,testing_qa
GITHUB,console,TypeScript,2016,developer tools,developer tools,developer tools
GITHUB,deep-learning,Python,2016,data_ai,data_ai,data_ai
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,doujinshi,C#,2016,other,other,other
GITHUB,cachegrind,Rust,2016,developer tools,developer tools,developer tools
GITHUB,angular,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,anychart,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,avplayer,Swift,2016,mobile,mobile,mobile
GITHUB,cpp,Rust,2016,developer tools,developer tools,developer tools
GITHUB,camera-roll,JavaScript,2016,mobile,mobile,mobile
GITHUB,autocomplete,Swift,2016,mobile,mobile,mobile
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,abi,Rust,2016,developer tools,developer tools,developer tools
GITHUB,java,Java,2016,other,other,other
GITHUB,dynamic,Swift,2016,mobile,mobile,mobile
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,analyzer,Swift,2016,developer tools,developer tools,developer tools
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,collectionview,Swift,2016,mobile,mobile,mobile
GITHUB,animation,C++,2016,game,game,game
GITHUB,attributedstring,Swift,2016,mobile,mobile,mobile
GITHUB,cocoa-touch,Swift,2016,mobile,mobile,mobile
GITHUB,crawler,Python,2016,data_ai,data_ai,data_ai
GITHUB,code-generation,C++,2016,developer tools,developer tools,developer tools
GITHUB,alert,Swift,2016,mobile,mobile,mobile
GITHUB,axe,TypeScript,2016,testing_qa,testing_qa,testing_qa
GITHUB,algorithm,C#,2016,other,other,other
GITHUB,javascript,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,downloader,Kotlin,2016,mobile,mobile,mobile
GITHUB,arduino,C++,2016,embedded,embedded,embedded
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,alert,Swift,2016,mobile,mobile,mobile
GITHUB,artifacts,Rust,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,analyzer,Rust,2016,developer tools,developer tools,developer tools
GITHUB,csharp,C#,2016,other,other,other
GITHUB,golang,Go,2016,other,other,other
GITHUB,javascript,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,broadcasting,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,knowledge-embedding,C++,2016,data_ai,data_ai,data_ai
GITHUB,data-mining,Kotlin,2016,data_ai,data_ai,data_ai
GITHUB,async,Swift,2016,mobile,mobile,mobile
GITHUB,c,Kotlin,2016,mobile,mobile,mobile
GITHUB,database,Rust,2016,web backend,web backend,web backend
GITHUB,chinese-nlp,Python,2016,data_ai,data_ai,data_ai
GITHUB,aspnet-core,C#,2016,web backend,web backend,web backend
GITHUB,javascript,JavaScript,2016,other,other,other
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,backend,Go,2016,web backend,web backend,web backend
GITHUB,isomorphic,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,adafruit-neopixel-library,C++,2016,embedded,embedded,embedded
GITHUB,iptables,Go,2016,security,security,security
GITHUB,dear-imgui,Kotlin,2016,game,game,game
GITHUB,docker,Python,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,appsec,Java,2016,security,security,security
GITHUB,ethernet,Go,2016,embedded,embedded,embedded
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,admin,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,download-songs,Swift,2016,mobile,mobile,mobile
GITHUB,go,Go,2016,other,other,other
GITHUB,hiapp,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,android-library,Java,2016,mobile,mobile,mobile
GITHUB,bruteforce,Python,2016,security,security,security
GITHUB,google-sheets,JavaScript,2016,other,other,other
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,offline,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,machine-learning,Python,2016,data_ai,data_ai,data_ai
GITHUB,assert,Go,2016,testing_qa,testing_qa,testing_qa
GITHUB,build-tool,JavaScript,2016,developer tools,developer tools,developer tools
GITHUB,autosize,Swift,2016,mobile,mobile,mobile
GITHUB,asp-net-core,C#,2016,web backend,web backend,web backend
GITHUB,broadcast,Rust,2016,other,other,other
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,marquee,Java,2016,mobile,mobile,mobile
GITHUB,data-binding,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,angular,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,bazel,Swift,2016,developer tools,developer tools,developer tools
GITHUB,awless,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,angular,C#,2016,web backend,web backend,web backend
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,cron-jobs,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,actor-model,Rust,2016,developer tools,developer tools,developer tools
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,alias,Swift,2016,mobile,mobile,mobile
GITHUB,boilerplate,JavaScript,2016,developer tools,developer tools,developer tools
GITHUB,relation-extraction,C++,2016,data_ai,data_ai,data_ai
GITHUB,amazon-cognito,TypeScript,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,grid,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,dependency-injection,Swift,2016,mobile,mobile,mobile
GITHUB,battery,Swift,2016,mobile,mobile,mobile
GITHUB,extract,Swift,2016,mobile,mobile,mobile
GITHUB,game,Rust,2016,game,game,game
GITHUB,angular,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,dwm,C#,2016,other,other,other
GITHUB,instagram,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,kcptun,Swift,2016,mobile,mobile,mobile
GITHUB,csv,Swift,2016,mobile,mobile,mobile
GITHUB,linux,Python,2016,other,other,other
GITHUB,code-generator,Swift,2016,developer tools,developer tools,developer tools
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,decoder,Rust,2016,other,other,other
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,g213,C++,2016,embedded,embedded,embedded
GITHUB,equine-science,Swift,2016,mobile,mobile,mobile
GITHUB,analytics,Rust,2016,data_ai,data_ai,data_ai
GITHUB,android-server,Java,2016,mobile,mobile,mobile
GITHUB,automatic-api,JavaScript,2016,web backend,web backend,web backend
GITHUB,mongodb,JavaScript,2016,web backend,web backend,web backend
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,hacktoberfest,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,computer-vision,C++,2016,data_ai,data_ai,data_ai
GITHUB,distributed-systems,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,blog,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,apple,Swift,2016,mobile,mobile,mobile
GITHUB,csharp,C#,2016,other,other,other
GITHUB,algorithm,C++,2016,other,other,other
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,java,Java,2016,other,other,other
GITHUB,andriod,C#,2016,mobile,mobile,mobile
GITHUB,git,Go,2016,developer tools,developer tools,developer tools
GITHUB,angular,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,context-menu,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,hacktoberfest,Kotlin,2016,mobile,mobile,mobile
GITHUB,adb,Kotlin,2016,mobile,mobile,mobile
GITHUB,bgp,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,go,Go,2016,other,other,other
GITHUB,excel,JavaScript,2016,developer tools,developer tools,developer tools
GITHUB,alert,Swift,2016,mobile,mobile,mobile
GITHUB,docker,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,date-format,TypeScript,2016,developer tools,developer tools,developer tools
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,hacktoberfest,Go,2016,other,other,other
GITHUB,androidx,Java,2016,mobile,mobile,mobile
GITHUB,artificial-intelligence,Python,2016,data_ai,data_ai,data_ai
GITHUB,browser,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,node,JavaScript,2016,web backend,web backend,web backend
GITHUB,indicator,Java,2016,other,other,other
GITHUB,engine,C++,2016,game,game,game
GITHUB,slam,C++,2016,data_ai,data_ai,data_ai
GITHUB,data-analysis,Python,2016,data_ai,data_ai,data_ai
GITHUB,gtk,Rust,2016,other,other,other
GITHUB,artificial-intelligence,Python,2016,data_ai,data_ai,data_ai
GITHUB,golang,Go,2016,other,other,other
GITHUB,12-factor,Rust,2016,web backend,web backend,web backend
GITHUB,amce,C#,2016,other,other,other
GITHUB,hololens,C#,2016,game,game,game
GITHUB,geopandas,Python,2016,data_ai,data_ai,data_ai
GITHUB,accesscheck,C++,2016,security,security,security
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,high-performance,C++,2016,other,other,other
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,asyncio,Python,2016,developer tools,developer tools,developer tools
GITHUB,concurrency,Go,2016,developer tools,developer tools,developer tools
GITHUB,daemon,Go,2016,other,other,other
GITHUB,css,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,bitbucket,Go,2016,developer tools,developer tools,developer tools
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,backup,Kotlin,2016,mobile,mobile,mobile
GITHUB,angular,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,animation,Swift,2016,mobile,mobile,mobile
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,30,Java,2016,other,other,other
GITHUB,android,Swift,2016,mobile,mobile,mobile
GITHUB,algorithms,Java,2016,other,other,other
GITHUB,git,Python,2016,developer tools,developer tools,developer tools
GITHUB,containers,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,cargo,Rust,2016,developer tools,developer tools,developer tools
GITHUB,gitops,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,chatbot,Python,2016,data_ai,data_ai,data_ai
GITHUB,chart,Go,2016,developer tools,developer tools,developer tools
GITHUB,android,Java,2016,mobile,mobile,mobile
GITHUB,manifest,JavaScript,2016,web frontend,web frontend,web frontend
GITHUB,curated-list,TypeScript,2016,other,other,other
GITHUB,grafana,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,gitops,Python,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,applemaps,Swift,2016,mobile,mobile,mobile
GITHUB,paper,Python,2016,other,other,other
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,opencv,Python,2016,data_ai,data_ai,data_ai
GITHUB,hdrhistogram,Rust,2016,developer tools,developer tools,developer tools
GITHUB,draft,JavaScript,2016,other,other,other
GITHUB,algorithm,C++,2016,other,other,other
GITHUB,api,Go,2016,web backend,web backend,web backend
GITHUB,component,TypeScript,2016,web frontend,web frontend,web frontend
GITHUB,golang,Go,2016,other,other,other
GITHUB,build-system,Go,2016,developer tools,developer tools,developer tools
GITHUB,android,Kotlin,2016,mobile,mobile,mobile
GITHUB,compression,C++,2016,developer tools,developer tools,developer tools
GITHUB,ebook,JavaScript,2016,other,other,other
GITHUB,executor,TypeScript,2016,developer tools,developer tools,developer tools
GITHUB,bitcoin,Python,2016,blockchain,blockchain,blockchain
GITHUB,applocker,C#,2016,security,security,security
GITHUB,arm,Go,2016,embedded,embedded,embedded
GITHUB,bayesian-inference,Python,2016,data_ai,data_ai,data_ai
GITHUB,amazon-web-services,Go,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,database,Go,2016,developer tools,developer tools,developer tools
GITHUB,automation,Python,2016,devops_cloud,devops_cloud,devops_cloud
GITHUB,ios,Swift,2016,mobile,mobile,mobile
GITHUB,asp-net-core,C#,2016,web backend,web backend,web backend
GITHUB,robot,C++,2016,embedded,embedded,embedded
GITHUB,bot,C#,2016,other,other,other
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,fps,Rust,2016,game,game,game
GITHUB,dotnet-core,C#,2016,web backend,web backend,web backend
GITHUB,carthage,Swift,2016,mobile,mobile,mobile
GITHUB,navigation,JavaScript,2016,web frontend,web frontend,web frontend
