source_type,raw_text,language,event_date,label_gpt,label_germini,label
GITHUB,babel,JavaScript,2016-02-10T02:32:10Z,developer tools,developer tools,developer tools
GITHUB,ios,Swift,2016-02-11T14:09:23Z,mobile,mobile,mobile
GITHUB,animation-library,Swift,2016-02-11T17:50:32Z,mobile,mobile,mobile
GITHUB,android,Java,2016-02-12T00:35:25Z,mobile,mobile,mobile
GITHUB,distributed-transaction,Java,2016-02-12T03:51:14Z,enterprise,enterprise,enterprise
GITHUB,android,Kotlin,2016-02-12T10:27:46Z,mobile,mobile,mobile
GITHUB,computer-vision,Python,2016-02-12T14:14:40Z,data_ai,data_ai,data_ai
GITHUB,go,Go,2016-02-12T14:17:59Z,other,other,other
GITHUB,animation,Swift,2016-02-12T14:20:07Z,mobile,mobile,mobile
GITHUB,api,TypeScript,2016-02-13T10:09:44Z,web backend,web backend,web backend
GITHUB,android,Kotlin,2016-02-13T12:00:54Z,mobile,mobile,mobile
GITHUB,eslint,JavaScript,2016-02-14T05:32:34Z,developer tools,developer tools,developer tools
GITHUB,code,Swift,2016-02-14T08:08:40Z,mobile,mobile,mobile
GITHUB,cocoa-touch,Swift,2016-02-14T12:14:21Z,mobile,mobile,mobile
GITHUB,android,Kotlin,2016-02-14T12:55:43Z,mobile,mobile,mobile
GITHUB,awesome,JavaScript,2016-02-14T20:58:54Z,other,other,other
GITHUB,chat,TypeScript,2016-02-15T06:47:58Z,web frontend,web frontend,web frontend
GITHUB,statistics,Python,2016-02-16T12:12:02Z,data_ai,data_ai,data_ai
GITHUB,android,Kotlin,2016-02-16T13:17:13Z,mobile,mobile,mobile
GITHUB,chat,Swift,2016-02-16T19:17:55Z,mobile,mobile,mobile
GITHUB,android,C#,2016-02-17T03:33:17Z,mobile,mobile,mobile
GITHUB,2d,Go,2016-02-18T13:05:08Z,game,game,game
GITHUB,eclipseiot,Java,2016-02-19T07:44:50Z,iot,iot,iot
GITHUB,eventstream,Go,2016-02-19T09:52:22Z,web backend,web backend,web backend
GITHUB,avro,Rust,2016-02-20T14:45:34Z,developer tools,developer tools,developer tools
GITHUB,application-coordinator,Swift,2016-02-21T12:20:38Z,mobile,mobile,mobile
GITHUB,client,Go,2016-02-21T15:00:24Z,developer tools,developer tools,developer tools
GITHUB,android,Kotlin,2016-02-22T13:42:55Z,mobile,mobile,mobile
GITHUB,activity-fragment,Java,2016-02-23T00:54:55Z,mobile,mobile,mobile
GITHUB,alarms,Java,2016-02-23T20:23:38Z,mobile,mobile,mobile
GITHUB,rust,Rust,2016-02-24T00:11:01Z,other,other,other
GITHUB,apple-tv,Swift,2016-02-24T09:41:09Z,mobile,mobile,mobile
GITHUB,chrome-extension,TypeScript,2016-02-24T22:15:36Z,web frontend,web frontend,web frontend
GITHUB,component,Swift,2016-02-25T07:15:21Z,mobile,mobile,mobile
GITHUB,generator,Python,2016-02-26T02:47:27Z,developer tools,developer tools,developer tools
GITHUB,driver,C++,2016-02-26T06:52:35Z,embedded,embedded,embedded
GITHUB,2wd,C++,2016-02-28T08:56:47Z,embedded,embedded,embedded
GITHUB,bep0003,Go,2016-02-28T09:45:05Z,other,other,other
GITHUB,csharp,C#,2016-02-28T10:19:15Z,other,other,other
GITHUB,accessibility,JavaScript,2016-02-28T13:23:16Z,web frontend,web frontend,web frontend
GITHUB,android-application,Java,2016-02-28T14:59:51Z,mobile,mobile,mobile
GITHUB,ansi,C++,2016-02-28T21:31:20Z,developer tools,developer tools,developer tools
GITHUB,media-manager,JavaScript,2016-02-29T03:02:47Z,web frontend,web frontend,web frontend
GITHUB,collection-view,Swift,2016-02-29T15:20:17Z,mobile,mobile,mobile
GITHUB,angular,TypeScript,2016-03-01T04:46:58Z,web frontend,web frontend,web frontend
GITHUB,actionsheet,JavaScript,2016-03-01T06:11:31Z,mobile,mobile,mobile
GITHUB,api,Go,2016-03-02T08:20:26Z,web backend,web backend,web backend
GITHUB,binary,C#,2016-03-04T04:22:00Z,developer tools,developer tools,developer tools
GITHUB,audio,Kotlin,2016-03-04T04:51:03Z,mobile,mobile,mobile
GITHUB,character-styles,Swift,2016-03-05T01:09:08Z,mobile,mobile,mobile
GITHUB,component,C#,2016-03-05T05:31:59Z,developer tools,developer tools,developer tools
GITHUB,deep-learning,Python,2016-03-05T15:35:18Z,data_ai,data_ai,data_ai
GITHUB,shici,JavaScript,2016-03-05T19:03:23Z,web frontend,web frontend,web frontend
GITHUB,game,Go,2016-03-05T19:15:11Z,game,game,game
GITHUB,carthage,Swift,2016-03-05T19:45:39Z,mobile,mobile,mobile
GITHUB,ingress,Go,2016-03-06T11:22:29Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,fast,Go,2016-03-06T13:42:01Z,developer tools,developer tools,developer tools
GITHUB,gui,Rust,2016-03-07T00:02:47Z,other,other,other
GITHUB,backend,Go,2016-03-08T01:01:40Z,web backend,web backend,web backend
GITHUB,azure-devops,C#,2016-03-08T08:42:21Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,image-analysis,Python,2016-03-08T10:16:45Z,data_ai,data_ai,data_ai
GITHUB,adapter,Kotlin,2016-03-09T01:26:08Z,mobile,mobile,mobile
GITHUB,drag-and-drop,TypeScript,2016-03-09T23:18:39Z,web frontend,web frontend,web frontend
GITHUB,mybatis,Java,2016-03-09T23:29:31Z,web backend,web backend,web backend
GITHUB,browser,C#,2016-03-10T03:30:37Z,web frontend,web frontend,web frontend
GITHUB,gpu,Rust,2016-03-10T06:27:03Z,data_ai,data_ai,data_ai
GITHUB,angular,TypeScript,2016-03-10T13:29:15Z,web frontend,web frontend,web frontend
GITHUB,classname,JavaScript,2016-03-10T16:18:20Z,web frontend,web frontend,web frontend
GITHUB,cpp,C++,2016-03-11T14:37:59Z,other,other,other
GITHUB,elasticsearch,Python,2016-03-11T15:48:52Z,web backend,web backend,web backend
GITHUB,exploitation,Python,2016-03-12T04:00:46Z,security,security,security
GITHUB,android,Java,2016-03-12T21:16:32Z,mobile,mobile,mobile
GITHUB,netty,Java,2016-03-12T21:24:45Z,web backend,web backend,web backend
GITHUB,ios,Swift,2016-03-13T08:04:27Z,mobile,mobile,mobile
GITHUB,react-native,Swift,2016-03-13T20:12:34Z,mobile,mobile,mobile
GITHUB,dhcp,Go,2016-03-14T20:15:47Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,dark-mode,Swift,2016-03-14T22:44:49Z,mobile,mobile,mobile
GITHUB,barcode,JavaScript,2016-03-15T02:48:59Z,web frontend,web frontend,web frontend
GITHUB,k8s-sig-cluster-lifecycle,Go,2016-03-15T14:58:22Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,calendar,Swift,2016-03-16T04:48:23Z,mobile,mobile,mobile
GITHUB,docker,Java,2016-03-16T05:42:37Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,anim,C#,2016-03-16T10:04:49Z,game,game,game
GITHUB,crdt,JavaScript,2016-03-17T02:35:56Z,developer tools,developer tools,developer tools
GITHUB,cplusplus,C++,2016-03-18T01:58:04Z,other,other,other
GITHUB,barcode-scanner,Swift,2016-03-18T06:25:19Z,mobile,mobile,mobile
GITHUB,cross-platform,C#,2016-03-18T08:52:03Z,other,other,other
GITHUB,android,Java,2016-03-18T09:22:10Z,mobile,mobile,mobile
GITHUB,crdt,Rust,2016-03-18T15:03:02Z,developer tools,developer tools,developer tools
GITHUB,infinity-mode,Swift,2016-03-18T23:55:16Z,mobile,mobile,mobile
GITHUB,flowchart,JavaScript,2016-03-19T11:28:16Z,web frontend,web frontend,web frontend
GITHUB,android,Java,2016-03-19T12:19:30Z,mobile,mobile,mobile
GITHUB,blocks,C#,2016-03-19T16:23:25Z,game,game,game
GITHUB,android,Java,2016-03-19T21:52:33Z,mobile,mobile,mobile
GITHUB,go,Go,2016-03-19T23:22:33Z,other,other,other
GITHUB,aws-s3,JavaScript,2016-03-21T10:01:52Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,android,Java,2016-03-22T01:13:32Z,mobile,mobile,mobile
GITHUB,click,Swift,2016-03-22T02:54:11Z,mobile,mobile,mobile
GITHUB,android,Java,2016-03-22T03:45:34Z,mobile,mobile,mobile
GITHUB,bilibili,Python,2016-03-22T21:30:24Z,other,other,other
GITHUB,animation,Swift,2016-03-24T00:28:03Z,mobile,mobile,mobile
GITHUB,backup,Rust,2016-03-24T22:34:05Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,c,C++,2016-03-24T23:06:55Z,other,other,other
GITHUB,android,Kotlin,2016-03-25T03:52:45Z,mobile,mobile,mobile
GITHUB,game-server,C#,2016-03-25T04:39:45Z,game,game,game
GITHUB,alertview,Swift,2016-03-25T07:31:43Z,mobile,mobile,mobile
GITHUB,auto,Swift,2016-03-25T10:51:31Z,mobile,mobile,mobile
GITHUB,bare-metal,Rust,2016-03-26T13:35:55Z,embedded,embedded,embedded
GITHUB,android,Kotlin,2016-03-26T16:52:32Z,mobile,mobile,mobile
GITHUB,launcher,Java,2016-03-27T01:59:19Z,mobile,mobile,mobile
GITHUB,data-analysis,Python,2016-03-27T08:18:50Z,data_ai,data_ai,data_ai
GITHUB,go,Go,2016-03-27T10:16:21Z,other,other,other
GITHUB,android,Java,2016-03-27T17:23:34Z,mobile,mobile,mobile
GITHUB,concurrency,C++,2016-03-28T18:30:58Z,developer tools,developer tools,developer tools
GITHUB,concurrency,C++,2016-03-28T19:04:50Z,developer tools,developer tools,developer tools
GITHUB,angularjs,Java,2016-03-28T19:50:04Z,web frontend,web frontend,web frontend
GITHUB,excel,C#,2016-03-28T22:57:51Z,developer tools,developer tools,developer tools
GITHUB,fed,JavaScript,2016-03-29T06:38:23Z,web frontend,web frontend,web frontend
GITHUB,algorithm,C#,2016-03-29T10:27:08Z,other,other,other
GITHUB,2d,C++,2016-03-29T14:06:21Z,game,game,game
GITHUB,ethereum,Go,2016-03-30T07:16:03Z,blockchain,blockchain,blockchain
GITHUB,aws-ecs,Go,2016-03-30T08:45:11Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,algorithm,Swift,2016-03-30T22:42:24Z,mobile,mobile,mobile
GITHUB,app,Swift,2016-03-30T23:31:48Z,mobile,mobile,mobile
GITHUB,freemarker,Java,2016-04-01T20:47:39Z,web backend,web backend,web backend
GITHUB,apple,Swift,2016-04-02T15:12:49Z,mobile,mobile,mobile
GITHUB,carthage,Swift,2016-04-03T00:10:24Z,mobile,mobile,mobile
GITHUB,algorithms,Kotlin,2016-04-03T13:58:24Z,other,other,other
GITHUB,aurora,C#,2016-04-03T22:18:18Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,android,Java,2016-04-04T00:13:51Z,mobile,mobile,mobile
GITHUB,ios,Swift,2016-04-04T05:28:00Z,mobile,mobile,mobile
GITHUB,android,Kotlin,2016-04-04T12:34:04Z,mobile,mobile,mobile
GITHUB,bedrock,C#,2016-04-04T15:03:05Z,data_ai,data_ai,data_ai
GITHUB,react-native,JavaScript,2016-04-05T00:35:40Z,mobile,mobile,mobile
GITHUB,bluelight,Python,2016-04-05T09:42:49Z,other,other,other
GITHUB,ecs,Rust,2016-04-05T18:06:31Z,game,game,game
GITHUB,async,JavaScript,2016-04-06T09:37:06Z,other,other,other
GITHUB,cypher,TypeScript,2016-04-06T10:56:25Z,data_ai,data_ai,data_ai
GITHUB,android,Java,2016-04-07T01:14:27Z,mobile,mobile,mobile
GITHUB,reactive-programming,Swift,2016-04-07T04:12:37Z,mobile,mobile,mobile
GITHUB,applescript,Swift,2016-04-08T01:31:40Z,developer tools,developer tools,developer tools
GITHUB,ble,Swift,2016-04-08T07:57:55Z,mobile,mobile,mobile
GITHUB,bitcoin,Go,2016-04-08T09:52:40Z,blockchain,blockchain,blockchain
GITHUB,backup,C#,2016-04-08T14:36:35Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,7zip,Go,2016-04-08T15:46:55Z,developer tools,developer tools,developer tools
GITHUB,falcon,Go,2016-04-09T08:06:29Z,web backend,web backend,web backend
GITHUB,baidu,Kotlin,2016-04-09T08:47:45Z,mobile,mobile,mobile
GITHUB,compression,Python,2016-04-09T20:12:10Z,developer tools,developer tools,developer tools
GITHUB,blockchain,JavaScript,2016-04-11T02:05:03Z,blockchain,blockchain,blockchain
GITHUB,animation,Swift,2016-04-11T02:27:42Z,mobile,mobile,mobile
GITHUB,oculus,C++,2016-04-11T06:12:23Z,game,game,game
GITHUB,calendar,Swift,2016-04-11T06:47:07Z,mobile,mobile,mobile
GITHUB,es6,JavaScript,2016-04-11T13:50:35Z,web frontend,web frontend,web frontend
GITHUB,animation,Swift,2016-04-11T13:52:23Z,mobile,mobile,mobile
GITHUB,3d-models,C++,2016-04-11T14:02:16Z,game,game,game
GITHUB,aes,Swift,2016-04-11T18:03:32Z,security,security,security
GITHUB,android,JavaScript,2016-04-12T09:16:18Z,mobile,mobile,mobile
GITHUB,arduino,C++,2016-04-12T12:16:25Z,embedded,embedded,embedded
GITHUB,android,Kotlin,2016-04-12T13:26:05Z,mobile,mobile,mobile
GITHUB,mapping,C++,2016-04-13T02:07:07Z,other,other,other
GITHUB,cluster,Python,2016-04-13T13:31:58Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,3d-graphics,C++,2016-04-14T01:07:57Z,game,game,game
GITHUB,cuda,C++,2016-04-14T03:27:41Z,data_ai,data_ai,data_ai
GITHUB,cobra,Python,2016-04-15T01:41:15Z,data_ai,data_ai,data_ai
GITHUB,android,TypeScript,2016-04-15T04:37:23Z,mobile,mobile,mobile
GITHUB,map,TypeScript,2016-04-16T01:23:57Z,web frontend,web frontend,web frontend
GITHUB,collaborative-filtering,Python,2016-04-16T20:45:23Z,data_ai,data_ai,data_ai
GITHUB,android,Java,2016-04-17T10:49:16Z,mobile,mobile,mobile
GITHUB,android,Java,2016-04-18T01:12:04Z,mobile,mobile,mobile
GITHUB,distributed-tracing,Go,2016-04-18T17:09:28Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,datatable,JavaScript,2016-04-19T07:44:20Z,web frontend,web frontend,web frontend
GITHUB,android,Kotlin,2016-04-19T16:48:39Z,mobile,mobile,mobile
GITHUB,autonomous-driving,C++,2016-04-19T20:30:14Z,embedded,embedded,embedded
GITHUB,ast,Rust,2016-04-20T17:03:01Z,developer tools,developer tools,developer tools
GITHUB,microservice,Java,2016-04-20T18:08:20Z,enterprise,enterprise,enterprise
GITHUB,golang,Go,2016-04-20T18:57:07Z,other,other,other
GITHUB,deprecated,Swift,2016-04-22T01:39:02Z,mobile,mobile,mobile
GITHUB,cyclejs,TypeScript,2016-04-22T12:25:41Z,web frontend,web frontend,web frontend
GITHUB,c-plus-plus,C++,2016-04-23T02:02:29Z,other,other,other
GITHUB,beta,C#,2016-04-23T13:55:19Z,other,other,other
GITHUB,extensions,Swift,2016-04-24T08:39:02Z,mobile,mobile,mobile
GITHUB,swift,Swift,2016-04-24T20:21:39Z,mobile,mobile,mobile
GITHUB,api,Go,2016-04-25T02:17:37Z,web backend,web backend,web backend
GITHUB,component,Swift,2016-04-25T02:30:38Z,mobile,mobile,mobile
GITHUB,android,Java,2016-04-25T02:31:20Z,mobile,mobile,mobile
GITHUB,go,Go,2016-04-26T08:19:27Z,other,other,other
GITHUB,command-line,Go,2016-04-26T12:16:52Z,developer tools,developer tools,developer tools
GITHUB,integration-testing,JavaScript,2016-04-26T15:38:22Z,testing_qa,testing_qa,testing_qa
GITHUB,console,TypeScript,2016-04-26T20:33:45Z,developer tools,developer tools,developer tools
GITHUB,deep-learning,Python,2016-04-26T21:13:03Z,data_ai,data_ai,data_ai
GITHUB,carthage,Swift,2016-04-26T22:53:44Z,mobile,mobile,mobile
GITHUB,doujinshi,C#,2016-04-27T01:40:05Z,other,other,other
GITHUB,cachegrind,Rust,2016-04-27T06:07:52Z,developer tools,developer tools,developer tools
GITHUB,angular,TypeScript,2016-04-27T12:11:10Z,web frontend,web frontend,web frontend
GITHUB,android,Java,2016-04-27T18:43:19Z,mobile,mobile,mobile
GITHUB,anychart,JavaScript,2016-04-27T19:30:13Z,web frontend,web frontend,web frontend
GITHUB,avplayer,Swift,2016-04-28T03:13:42Z,mobile,mobile,mobile
GITHUB,cpp,Rust,2016-04-28T11:15:59Z,developer tools,developer tools,developer tools
GITHUB,camera-roll,JavaScript,2016-04-28T14:20:37Z,mobile,mobile,mobile
GITHUB,autocomplete,Swift,2016-04-29T04:45:17Z,mobile,mobile,mobile
GITHUB,android,Java,2016-05-01T22:43:21Z,mobile,mobile,mobile
GITHUB,abi,Rust,2016-05-02T15:27:15Z,developer tools,developer tools,developer tools
GITHUB,java,Java,2016-05-03T07:32:20Z,other,other,other
GITHUB,dynamic,Swift,2016-05-03T08:37:57Z,mobile,mobile,mobile
GITHUB,android,Kotlin,2016-05-04T01:11:22Z,mobile,mobile,mobile
GITHUB,analyzer,Swift,2016-05-04T09:34:00Z,developer tools,developer tools,developer tools
GITHUB,android,Kotlin,2016-05-04T10:26:30Z,mobile,mobile,mobile
GITHUB,collectionview,Swift,2016-05-05T08:04:35Z,mobile,mobile,mobile
GITHUB,animation,C++,2016-05-07T23:05:38Z,game,game,game
GITHUB,attributedstring,Swift,2016-05-08T14:46:22Z,mobile,mobile,mobile
GITHUB,cocoa-touch,Swift,2016-05-09T02:49:27Z,mobile,mobile,mobile
GITHUB,crawler,Python,2016-05-09T04:43:25Z,data_ai,data_ai,data_ai
GITHUB,code-generation,C++,2016-05-09T06:33:51Z,developer tools,developer tools,developer tools
GITHUB,alert,Swift,2016-05-09T10:47:17Z,mobile,mobile,mobile
GITHUB,axe,TypeScript,2016-05-09T18:00:06Z,testing_qa,testing_qa,testing_qa
GITHUB,algorithm,C#,2016-05-10T13:28:38Z,other,other,other
GITHUB,javascript,TypeScript,2016-05-10T20:02:41Z,web frontend,web frontend,web frontend
GITHUB,downloader,Kotlin,2016-05-11T00:52:42Z,mobile,mobile,mobile
GITHUB,arduino,C++,2016-05-11T03:06:12Z,embedded,embedded,embedded
GITHUB,android,Java,2016-05-11T13:50:11Z,mobile,mobile,mobile
GITHUB,alert,Swift,2016-05-11T20:32:00Z,mobile,mobile,mobile
GITHUB,artifacts,Rust,2016-05-11T23:42:17Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,analyzer,Rust,2016-05-12T09:25:49Z,developer tools,developer tools,developer tools
GITHUB,csharp,C#,2016-05-12T20:48:26Z,other,other,other
GITHUB,golang,Go,2016-05-13T05:45:02Z,other,other,other
GITHUB,javascript,TypeScript,2016-05-14T01:12:28Z,web frontend,web frontend,web frontend
GITHUB,broadcasting,TypeScript,2016-05-14T16:52:18Z,web frontend,web frontend,web frontend
GITHUB,android,Java,2016-05-15T09:17:24Z,mobile,mobile,mobile
GITHUB,knowledge-embedding,C++,2016-05-16T01:41:00Z,data_ai,data_ai,data_ai
GITHUB,data-mining,Kotlin,2016-05-16T02:55:34Z,data_ai,data_ai,data_ai
GITHUB,async,Swift,2016-05-16T08:26:12Z,mobile,mobile,mobile
GITHUB,c,Kotlin,2016-05-16T11:40:45Z,mobile,mobile,mobile
GITHUB,database,Rust,2016-05-16T11:41:24Z,web backend,web backend,web backend
GITHUB,chinese-nlp,Python,2016-05-16T22:05:05Z,data_ai,data_ai,data_ai
GITHUB,aspnet-core,C#,2016-05-17T00:54:00Z,web backend,web backend,web backend
GITHUB,javascript,JavaScript,2016-05-18T19:04:55Z,other,other,other
GITHUB,animation,Swift,2016-05-19T08:06:39Z,mobile,mobile,mobile
GITHUB,backend,Go,2016-05-20T06:57:25Z,web backend,web backend,web backend
GITHUB,isomorphic,JavaScript,2016-05-20T12:57:56Z,web frontend,web frontend,web frontend
GITHUB,android,Kotlin,2016-05-22T04:17:35Z,mobile,mobile,mobile
GITHUB,adafruit-neopixel-library,C++,2016-05-22T04:27:21Z,embedded,embedded,embedded
GITHUB,iptables,Go,2016-05-22T11:55:16Z,security,security,security
GITHUB,dear-imgui,Kotlin,2016-05-23T02:30:48Z,game,game,game
GITHUB,docker,Python,2016-05-23T08:14:02Z,devops_cloud,devops_cloud,devops_cloud
GITHUB,appsec,Java,2016-05-23T13:30:34Z,security,security,security
GITHUB,ethernet,Go,2016-05-23T20:49:53Z,embedded,embedded,embedded
GITHUB,android,Java,2016-05-24T19:30:51Z,mobile,mobile,mobile
GITHUB,animation,Swift,2016-05-25T01:01:40Z,mobile,mobile,mobile
GITHUB,admin,TypeScript,2016-05-25T03:09:03Z,web frontend,web frontend,web frontend
GITHUB,download-songs,Swift,2016-05-25T04:59:15Z,mobile,mobile,mobile
GITHUB,go,Go,2016-05-25T12:55:49Z,other,other,other
GITHUB,hiapp,JavaScript,2016-05-25T23:11:28Z,web frontend,web frontend,web frontend
GITHUB,android-library,Java,2016-05-26T09:39:21Z,mobile,mobile,mobile
GITHUB,bruteforce,Python,2016-05-26T13:49:20Z,security,security,security
GITHUB,google-sheets,JavaScript,2016-05-28T12:56:28Z,other,other,other
GITHUB,android,Java,2016-05-28T20:53:22Z,mobile,mobile,mobile
GITHUB,offline,JavaScript,2016-05-28T21:49:36Z,web frontend,web frontend,web frontend
GITHUB,machine-learning,Python,2016-05-29T06:29:44Z,data_ai,data_ai,data_ai
GITHUB,assert,Go,2016-05-29T14:40:58Z,testing_qa,testing_qa,testing_qa
GITHUB,build-tool,JavaScript,2016-05-30T02:09:51Z,developer tools,developer tools,developer tools
GITHUB,autosize,Swift,2016-05-30T10:05:54Z,mobile,mobile,mobile
GITHUB,asp-net-core,C#,2016-05-31T05:36:33Z,web backend,web backend,web backend
GITHUB,broadcast,Rust,2016-05-31T17:38:04Z,other,other,other
