title,company,location,description,it_subfield,job_url,date_posted
PHP/ Ruby Developer- Không yêu cầu ngoại ngữ - Việc làm HOT,Viec Oi Client,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009983554058,2026-01-01
Middle PHP Developer,VNEXT,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009790614173,2025-12-31
Thực tập sinh PHP (đào tạo framework có hỗ trợ) - Việc làm mới,dịch vụ Ecommage,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009982109716,2025-12-30
PHP Developer (2 Years Professional Experience) - Việc làm HOT,Việc Ơi It Client,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009981496788,2025-12-28
Team Lead for Backend Engineering (PHP) - Nhận việc ngay,Việc Ơi It Client,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009981496765,2025-12-28
Experienced Web Developer – Java PHP Focus – $ Gross Salary - Nhận việc ngay,Việc Ơi It Client,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009979992354,2025-12-26
Web Developer - Onsite Japan - Nhận việc ngay,MIAGI SOLUTION,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009979992331,2025-12-26
SENIOR PHP DEVELOPER - Laravel (Mức lương: 35 - 40 Triệu/Tháng),CÔNG TY CP CÔNG NGHỆ PREP,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009978106357,2025-12-24
SENIOR PHP DEVELOPER - Laravel (Mức : 35 - 40 Triệu/Tháng) - Việc làm mới,CP CÔNG NGHỆ PREP,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009978018395,2025-12-24
PHP Programmer (Junior and Senior) - HN or Work from Home - Việc làm HOT,Việc Ơi It Client,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009976180561,2025-12-22
"Senior PHP Developer (Laravel+ Vuejs) ~ Upto 2500 Usd Gross [25763 - Nam Tu Liem, Hanoi]",Công Ty TNHH Reeracoen Việt Nam,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009968971154,2025-12-16
[Full-Remote] Senior NodeJS/JavaScript/PHP Developer,Công ty TNHH Vision Quest Danang,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009965488591,2025-12-12
PHP Developer (Hybrid),Tomas Tech,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009965459794,2025-12-12
Nhân Viên Lập Trình Wed Thu NhậpM/Tháng Tại Hà Nội,Địa Ốc Đất Xanh Miền Bắc,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009965544819,2025-12-12
Tuyển Học Việc / Thực Tập Laravel,CÔNG TY TNHH HOBASOFT,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009965461441,2025-12-12
Học Việc / Thực Tập Laravel - Việc làm TOP,HOBASOFT,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009960363515,2025-12-06
Backend Developer PHP - Laravel,các giải pháp Softel,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009580794807,2025-11-30
PHP Developer làm việc tại Hà Nội,Công Ty TNHH Techbridge,,,Web_Development,https://www.glassdoor.com/job-listing/j?jl=1009944118628,2025-11-20
PHP Developer (2 Years Professional Experience) - Việc làm HOT,Việc Ơi IT Client,"Hà Nội, HN, VN","Nội dung công việc
  
* Nghiên cứu, tìm hiểu công nghệ mới và chia sẻ với các thành viên khác
* Phân tích yêu cầu người dùng, thiết kế và lựa chọn giải pháp, công nghệ phù hợp
* Tham gia các dự án code web theo yêu cầu công việc
* Đảm bảo hoàn thành dự án đúng tiến độ
* Tham gia quản lý hay đào tạo nhóm nếu có khả năng phù hợp
* Cụ thể công việc trao đổi khi phỏng vấn.


REQUIREMENTS
  
* Gender: Any
* Age: Any
* Education: Any
* Experience:
* Must
* Có kinh nghiệm từ 2 năm lập trình PHP
* Đã từng làm việc bằng CodeIgniter 3 một lợi thế.
* Thành thạo HTML,CSS, Jquery, Bootstrap, Ajax.
* Biết cách sử dụng Restful API.
* Sử dụng thành thạo MySQL là một lợi thế.
* Có khả năng đọc hiểu tài liệu tiếng Anh, học hỏi công nghệ kiến thức mới.


**Salary in NET/gross :** PHP Developer: 17M \- 30M Net
  
Can pay over range
  
**Working time :** 8h\-17h Mon\-Fri
  
  

**Other benefits:**  

* Review lương: 2 lần/ năm
* Thử việc: 85%
* Bảo hiểm đóng trên lương cơ bản
* Cơ hội làm việc với người nước ngoài.
* Được đào tạo Tiếng Anh, Kỹ năng và Công nghệ mới theo yêu cầu của công việc
* Được tham gia đóng góp ý tưởng cho công nghệ và sản phẩm dịch vụ của công ty
* Được làm việc trong môi trường thân thiện, vui vẻ, cởi mở, năng động khuyến khích sự sáng tạo và chất lượng cao.
* Được hưởng đầy đủ BHXH, BHTN, BHYT theo luật định.
* Nghỉ lễ, phép theo quy định.
* Môi trường làm việc trẻ trung, năng động, có nhiều cơ hội phát triển bản thân.


**Địa điểm làm việc:** Hà Nội
  
**Lương:** 17000K \- 30000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
**Yêu cầu:** CV
  
**Quyền lợi:** Chăm Sóc Sức Khỏe
  
**Hạn nộp:** 2026\-01\-26
  
**Kinh nghiệm:** 2 \- 5 năm
  
**Bằng cấp:** Không yêu cầu
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm \- CNTT khác, Developer, Front End Developer, Lập Trình PHP, Software
  
**Kỹ năng:** Codeigniter, PHP, HTML, CSS
  
**Số lượng cần tuyển:** 1
  
**Giới tính:** Không yêu cầu",Web_Development,https://vn.indeed.com/viewjob?jk=85229a5d97e9324d,2025-12-27
Software QA Tester – Senior - Việc làm mới,Việc Ơi IT Client,"Hà Nội, HN, VN","Job description
  
* Meet with product teams and developers to determine the feature scope/implement testing plan to deliver the best product quality.
* Review product requirements, provide test plans for new features.
* Develop test cases for the new features, plan and execute them, provide reports on the results
* Review of test cases created by other team members, provide comments and improvement suggestions.
* Report defects do defects verification, review defects created by other team members.
* Document the bug tracking report, release notes and some system user guidelines.


Requirement
  
* 4\+ years of experience in software testing.
* Excellent knowledge of SDLC and testing methodologies.
* Strong experience in Requirement Analysis, System Design, Test Design.
* Strong experience in test strategies with the details in the test plan, test suite, test cases.
* Strong analytical skills, creative and critical thinking ability, and problem\-solving skills.
* Ability to fully test features from the stage of requirements analysis to regression testing
* Have basic knowledge of programming such as PHP, Javascript.
* Have basic experience in relational database concepts and SQL queries.


Nice to have
  
* Have basic experience in automation testing tools such as Selenium, Jmeter.
* Strong skills and experiences for API testing.
* ISTQB certificate.
* Able to communicate in Japanese (as N3\).


**Salary :** 1000$ \- 2000$ gross
  
**Working time:** Mon \- Fri
  
  

Benefit
  
* Salary 13th months.
* Performance and salary review every 6 months.
* Regular social insurance support.
* Periodical health check\-up.
* Extra health insurance.
* Petrol allowance
* Company trip (every year)
* Birthday party, team building (every month)
* Happy lunch (every week)
* Weekend picnic,...
* Working remote policy 50%/week , 100% during corona pandemic
* Huấn luyện Đào Tạo
* Định hướng career path.
* Được đạo về mindset xây dựng product.
* Được đào tạo kỹ năng phát triển dịch vụ web ở tất cả các giai đoạn:
* Tiếp cận vấn đề
* Xác định yêu cầu
* Thiết kế hệ thống
* Phát triển sản phẩm
* Kiểm thử
* Release sản phẩm
* Được đào tạo kỹ năng quản lý công việc.
* Hỗ trợ tham gia học tiếng nhật khi có nhu cầu.
* Hỗ trợ vé tham gia seminar/event về công nghệ.


**Địa điểm làm việc:** Hà Nội
  
**Lương:** 23000K \- 46000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
**Yêu cầu:** CV
  
**Quyền lợi:** Chăm Sóc Sức Khỏe
  
**Hạn nộp:** 2026\-01\-25
  
**Kinh nghiệm:** 4 \- 5 năm
  
**Bằng cấp:** Không yêu cầu
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm \- Tester, QA/QC, Software, CNTT khác, Kiểm Định Chất Lượng
  
**Kỹ năng:** Testing, SQL, Database, Javascript, PHP
  
**Số lượng cần tuyển:** 1
  
**Giới tính:** Không yêu cầu",Web_Development,https://vn.indeed.com/viewjob?jk=bbd554fd201fbb91,2025-12-26
PHP Programmer with Japanese Skills (N4-N3) – $ Gross Compensation - Việc làm gần đây,Việc Ơi IT Client,"Hà Nội, HN, VN","Nội dung công việc
  
・You will join our HR tech product team
  
・Handle current function new function
  
  

What you can experience here
  
・Product company
  
・You can get experience of Hardware Software mixing product
  
・Have opportunity to go to Japan onsite (After Copvid\-19\)
  
  

Requirement
  
MUST
  
**Gender:**Any
  
**Age:**24\~30
  
**Education level:**Uni
  
**Language:**N3\~4
  
**No. of experienced year:**At least 2 years as PHP (Laravel) dev ・At least 2 years as PHP dev
  
・Japanese N3\~4
  
  

Salary in Gross Net
  
800\~1200USD gross (Depend on Japanese level Dev skill)
  
WORKING CONDITION
  
  

**Working time:MonFri:::**  

**WELFARE OTHERS:**  

**・Probation time:** 85% salary
  
**・Review salary:**1 time
  
**・Bonus:**1 month
  
・Full remote
  
・Social insurance (full salary)
  
・Have opportunity to go to Japan onsite (After Covid\-19\)
  
**Địa điểm làm việc:** Hà Nội, Đà Nẵng, TPHCM
  
**Lương:** 20000K \- 30000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
**Yêu cầu:** CV
  
**Quyền lợi:** Chăm Sóc Sức Khỏe, Làm việc tại nhà
  
**Hạn nộp:** 2026\-01\-24
  
**Kinh nghiệm:** 2 \- 5 năm
  
**Bằng cấp:** Đại học
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm \- Lập Trình PHP, Developer, Software, CNTT khác, Web Developer
  
**Kỹ năng:** PHP, Laravel, Tiếng Nhật, N3, Làm Việc Độc Lập
  
**Số lượng cần tuyển:** 3
  
**Giới tính:** Không yêu cầu",Web_Development,https://vn.indeed.com/viewjob?jk=2582a1b90e81126e,2025-12-25
SENIOR PHP DEVELOPER - Laravel (Mức lương: 35 - 40 Triệu/Tháng),Công ty CP công nghệ Prep,"Hà Nội, HN, VN","#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Nhân viên
	+ Hạn nộp
	
	
	22/01/2026
	+ Số lượng cần tuyển
	
	
	1 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Từ 2 đến 5 năm
	+ Bằng cấp
	
	
	Cao đẳng
	+ Nơi làm việc
	
	
	Hà Nội
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm ; Dịch vụ \- Giáo dục, Đào tạo
#### **Mô tả công việc**


**Nội dung công việc**
* Phát triển các sản phẩm \& dự án dành cho nền tảng luyện thi Prepedu.com
* Phát triển hệ thống \& xây dựng các hệ thống API dành cho:
	+ Website \& Mobile App Prep..
	+ Xây dựng các tính năng / module liên quan của nền tảng luyện thi
	+ Phát triển các sản phẩm sử dụng trong nội bộ công ty hoặc với đối tác.
* Tham gia vào các giai đoạn phát triển và trao đổi giải pháp kỹ thuật về hệ thống cho các sản phẩm / dự án cùng các thành viên trong team.
* Tham gia nghiên cứu các công nghệ, viết test, cải tiến code để tối ưu hóa hệ thống và đem lại trải nghiệm tốt hơn tới người dùng.
* Đóng góp các ý tưởng để giúp người dùng có trải nghiệm học tốt hơn trên nền tảng với Product Owner và các thành viên trong team phát triển.
* Trở thành thành viên chủ lực và hỗ trợ các thành viên khác của team trong quá trình phát triển sản phẩm để đáp ứng về tiến độ và chất lượng đầu ra của sản phẩm.
* Tham gia nghiên cứu các công nghệ mới để đáp ứng mục tiêu trong các dự án của team và công ty.
* Thời gian làm việc: **40 giờ / tuần.**


  

**Yêu cầu công việc**
* Trình độ: Tối thiểu 2 năm kinh nghiệm trong việc phát triển phần mềm.
* Đã có kinh nghiệm ở vị trí Backend Developer sử dụng PHP/Laravel Framework.
* Nắm vững kiến thức về PHP, Laravel và REST API.
* Có kinh nghiệm tối ưu hệ thống hoặc tham gia phát triển dự án lớn, số lượng người dùng đáng kể.
* Biết sử dụng công nghệ Database (SQL, NoSQL), Redis trong việc phát triển phần mềm.
* Có kinh nghiệm trong việc viết Clean Code, OOP, SOLID và các Design Pattern thông dụng.
* Có khả năng viết maintainable code, tập trung vào hiệu suất, có thể tái sử dụng và dễ hiểu, có thể test được qua Unit Test.
* Có kiến thức trong việc xây dựng ứng dụng an toàn về mặt bảo mật là lợi thế.
* Sử dụng tốt các hệ thống quản lý source code.
* Có khả năng trong việc tự chủ động tự phân tích và giải quyết các vấn đề trong công việc tốt.
* Có tinh thần trong việc chủ động thử nghiệm các giải pháp, công nghệ để giải quyết các bài toán trong dự án.
* Thích làm việc trong môi trường có tính cộng tác và hỗ trợ cao giữa các thành viên trong team. Có kinh nghiệm trong việc trong môi trường làm việc Agile (SCRUM framework) là lợi thế.
* Thích xây dựng các sản phẩm hướng tới việc đem lại hiệu quả và trải nghiệm tốt cho người dùng.


  

**Quyền lợi**
* Mức lương: **30\.000\.000 \- 35\.000\.000đ** **/ tháng** (Gross)
* Thưởng theo kết quả công việc và doanh thu của công ty (**4\.000\.000 \- 6\.000\.000đ** / tháng) được thanh toán vào kỳ lương **hàng tháng 13** tháng lương / năm với các chế độ phúc lợi chung của công ty (sinh nhật, hiếu hỉ, year\-end party, summer holiday, bonding day hàng tháng,...)
* Review tăng lương hàng năm dựa theo hiệu suất cá nhân.
* Sử dụng các khóa học trên các nền tảng như: Laracasts, Datacamp, Udemy, Coursera, VueSchool,...
* Được công ty cung cấp thiết bị để làm việc tại công ty theo tiêu chuẩn.
* Được ghi nhận, trao thưởng theo team, tổ chức theo quý hoặc năm.
* Được đóng BHXH, BHYT theo quy định nhà nước.


  

**Địa điểm làm việc**: 34 Láng Hạ, Đống Đa, Hà Nội,  

**Thời gian làm việc:** Thứ 2 – Thứ 6 (40h/tuần)
Công ty Cổ phần Công nghệ Prep là một startup Edtech (công nghệ giáo dục) hiện đang phát triển nền tảng học tập tương tác trực tuyến để học viên luyện thi chứng chỉ ngoại ngữ hiệu quả trong khi tiết kiệm tối ưu về thời gian và chi phí. Học viên được xây dựng lộ trình cá nhân hoá sao cho phù hợp với khả năng và mục tiêu của mình nhất. Prep với sứ mệnh mang chất lượng giáo dục cao nhất tới các bạn học sinh, sinh viên ở khắp mọi miền tổ quốc với chi phí hợp lý nhất. Giúp học sinh chinh phục những k Công ty Cổ phần Công nghệ Prep là một startup Edtech (công nghệ giáo dục) hiện đang phát triển nền tảng học tập tương tác trực tuyến để học viên luyện thi chứng chỉ ngoại ngữ hiệu quả trong khi tiết kiệm tối ưu về thời gian và chi phí. Học viên được xây dựng lộ trình cá nhân hoá sao cho phù hợp với khả năng và mục tiêu của mình nhất. Prep với sứ mệnh mang chất lượng giáo dục cao nhất tới các bạn học sinh, sinh viên ở khắp mọi miền tổ quốc với chi phí hợp lý nhất. Giúp học sinh chinh phục những k
Xem thêm
#### **Quyền lợi được hưởng**


Chăm Sóc Sức Khỏe Cơ Hội Phát Triển Thưởng Lễ\-Tết Thưởng Tháng 13 Thưởng Theo Dự Án
#### **Từ khóa**


Lập Trình PHP Backend Developer Developer Web Developer Software
#### **Kỹ năng**


PHP Laravel Back End Database SQL",Web_Development,https://vn.indeed.com/viewjob?jk=42af569e8b96b349,2025-12-23
SENIOR PHP DEVELOPER - Laravel (Mức : 35 - 40 Triệu/Tháng) - Việc làm mới,CP CÔNG NGHỆ PREP,"Hà Nội, HN, VN","Nội dung công việc
  
Phát triển các sản phẩm dự án dành cho nền tảng luyện thi Prepedu.com
  
  

**Phát triển hệ thống xây dựng các hệ thống API dành cho:**  

Website Mobile App Prep..
  
Xây dựng các tính năng / module liên quan của nền tảng luyện thi
  
Phát triển các sản phẩm sử dụng trong nội bộ công ty hoặc với đối tác.
  
Tham gia vào các giai đoạn phát triển và trao đổi giải pháp kỹ thuật về hệ thống cho các sản phẩm / dự án cùng các thành viên trong team.
  
Tham gia nghiên cứu các công nghệ, viết test, cải tiến code để tối ưu hóa hệ thống và đem lại trải nghiệm tốt hơn tới người dùng.
  
Đóng góp các ý tưởng để giúp người dùng có trải nghiệm học tốt hơn trên nền tảng với Product Owner và các thành viên trong team phát triển.
  
Trở thành thành viên chủ lực và hỗ trợ các thành viên khác của team trong quá trình phát triển sản phẩm để đáp ứng về tiến độ và chất lượng đầu ra của sản phẩm.
  
Tham gia nghiên cứu các công nghệ mới để đáp ứng mục tiêu trong các dự án của team và công ty.
  
**Thời gian làm việc:** 40 giờ / tuần.
  
Yêu cầu công việc
  
**Trình độ:** Tối thiểu 2 năm kinh nghiệm trong việc phát triển phần mềm.
  
Đã có kinh nghiệm ở vị trí Backend Developer sử dụng PHP/Laravel Framework.
  
Nắm vững kiến thức về PHP, Laravel và REST API.
  
Có kinh nghiệm tối ưu hệ thống hoặc tham gia phát triển dự án lớn, số lượng người dùng đáng kể.
  
Biết sử dụng công nghệ Database (SQL, NoSQL), Redis trong việc phát triển phần mềm.
  
Có kinh nghiệm trong việc viết Clean Code, OOP, SOLID và các Design Pattern thông dụng.
  
Có khả năng viết maintainable code, tập trung vào hiệu suất, có thể tái sử dụng và dễ hiểu, có thể test được qua Unit Test.
  
Có kiến thức trong việc xây dựng ứng dụng an toàn về mặt bảo mật là lợi thế.
  
Sử dụng tốt các hệ thống quản lý source code.
  
Có khả năng trong việc tự chủ động tự phân tích và giải quyết các vấn đề trong công việc tốt.
  
Có tinh thần trong việc chủ động thử nghiệm các giải pháp, công nghệ để giải quyết các bài toán trong dự án.
  
Thích làm việc trong môi trường có tính cộng tác và hỗ trợ cao giữa các thành viên trong team. Có kinh nghiệm trong việc trong môi trường làm việc Agile (SCRUM framework) là lợi thế.
  
Thích xây dựng các sản phẩm hướng tới việc đem lại hiệu quả và trải nghiệm tốt cho người dùng.
  
Quyền lợi
  
**Mức lương:** 30\.000\.000 \- 35\.000\.000đ / tháng (Gross)
  
Thưởng theo kết quả công việc và doanh thu của công ty ( 4\.000\.000 \- 6\.000\.000đ / tháng) được thanh toán vào kỳ lương hàng tháng 13 tháng lương / năm với các chế độ phúc lợi chung của công ty (sinh nhật, hiếu hỉ, year\-end party, summer holiday, bonding day hàng tháng,...)
  
Review tăng lương hàng năm dựa theo hiệu suất cá nhân.
  
**Sử dụng các khóa học trên các nền tảng như:** Laracasts, Datacamp, Udemy, Coursera, VueSchool,...
  
Được công ty cung cấp thiết bị để làm việc tại công ty theo tiêu chuẩn.
  
Được ghi nhận, trao thưởng theo team, tổ chức theo quý hoặc năm.
  
Được đóng BHXH, BHYT theo quy định nhà nước.
  
**Địa điểm làm việc :** 34 Láng Hạ, Đống Đa, Hà Nội,
  
**Thời gian làm việc:** Thứ 2 – Thứ 6 (40h/tuần)
  
**Địa điểm làm việc:** Hà Nội
  
**Lương:** 35000K \- 40000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
  

**Yêu cầu:**  

**Quyền lợi:** Chăm Sóc Sức Khỏe, Cơ Hội Phát Triển, Thưởng Lễ\-Tết, Thưởng Tháng 13, Thưởng Theo Dự Án
  
**Hạn nộp:** 2026\-01\-22
  
**Kinh nghiệm:** 2 \- 5 năm
  
**Bằng cấp:** Cao đẳng
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm;Dịch vụ \-Giáo dục, Đào tạo \- Lập Trình PHP, Backend Developer, Developer, Web Developer, Software
  
**Kỹ năng:** PHP, Laravel, Back End, Database, SQL
  
**Số lượng cần tuyển:** 1
  
**Giới tính:** Không yêu cầu",Web_Development,https://vn.indeed.com/viewjob?jk=0e8f366dfb02f595,2025-12-23
Lập trình viên PHP,Công ty CP TM Trực tuyến Đặng Gia,"Hà Nội, HN, VN","#### **Thông tin tuyển dụng**


* + Vị trí
	
	
	Nhân viên
	+ Hạn nộp
	
	
	31/01/2026
	+ Số lượng cần tuyển
	
	
	1 người
	+ Giới tính
	
	
	Không yêu cầu
	+ Kinh nghiệm
	
	
	Từ 3 đến 5 năm
	+ Bằng cấp
	
	
	Cao đẳng
	+ Nơi làm việc
	
	
	Hà Nội
	+ Lĩnh vực
	
	
	IT/CNTT \- IT Phần mềm ; Bán hàng, Kinh Doanh \- Marketing
#### **Mô tả công việc**


**Làm việc giờ hành chính:** 8h\-12h, 13h30 \-17h30, chiều thứ 7 nghỉ sớm 1 tiếng  

  

**CHI TIẾT CÔNG VIỆC**  

* Phát triển các website mới (chính, vệ tinh) của công ty.
* Fix các lỗi website đang gặp phải, xây dựng các tính năng mới cho website theo yêu cầu từ quản lý dự án (chủ yếu liên quan tới Technical trong seo).
* Xử lý các vấn đề về bảo mật web, đề xuất các phương án tối ưu nhất về Technical cho website với công ty.


  

**Yêu cầu bắt buộc:**
* Tốt nghiệp Cao đẳng, Đại học chuyên ngành CNTT hoặc tương đương
* Ít nhất 3 năm kinh nghiệm thực tế với PHP web development.
* Sử dụng được một trong các frameworks: CakePHP, Codeigniter, Laravel,...
* Hiểu rõ các yếu tố liên quan tới Technical Seo dành cho Dev.
* Nắm rõ kiến thức về CSDL (MySQL, SQL,...), Apache
* Thành thạo quản trị Domain, Hosting, VPS
* Khả năng đọc hiểu tài liệu (tiếng việt, tiếng anh)
* Khả năng làm việc độc lập
* Có trách nhiệm, chịu được áp lực công việc.

**Yêu cầu ưu tiên:**
* Có kinh nghiệm thực tế làm các dự án website đề cao yếu tố Technical Seo và trải nghiệm người dùng.
* Đã xử lý các website lỗi khi tiếp nhận với giải pháp tối ưu nhất.
* Đã có kinh nghiệm làm việc với người phụ trách Seo.
* Khả năng làm việc nhóm, kỹ năng giao tiếp.
* Nhanh nhẹn, cẩn thận, sáng tạo, tư duy tốt


  

**QUYỀN LỢI**  

\- Thu nhập: 18 \-25M  

* Môi trường làm việc năng động, thân thiện, cơ hội thăng tiến cao.
* Có cơ hội để phát huy tối đa năng lực bản thân.
* Được đóng BHXH, lương tháng 13, ngày phép năm, Quà sinh nhật, hiếu hỷ,
* Du lịch, Liên hoan, ăn uống....do công ty tổ chức.

Công Ty Cổ phần thương mại trực tuyến Đặng Gia được thành lập chính thức ngày / / ĐẶNG GIA là công ty chuyên về lĩnh vực kinh doanh thiết bị điện tử trực tuyến tại Việt Nam. Uy tín. thái độ phục vụ chuyên nghiệp luôn là phương châm làm việc hàng đầu của công ty chúng tôi. Chúng tôi không ngừng nỗ lực với mong muốn đem lại nhiều giá trị, tiện ích cũng như sự hài lòng và yên tâm đến cho khách hàng; góp phần vào sự thịnh vượng, phát đạt của khách hàng đồng thời tạo lập tên tuổi Đặng Gia\- một doanh nghiệp uy tín đến gần hơn với người tiêu dùng cũng như các doanh nghiệp trong nước và quốc tế. Lựa chọn Đặng Gia chắc chắn sẽ là sự lựa chọn đúng đắn và thông minh nhất của người tiêu dùng Công Ty Cổ phần thương mại trực tuyến Đặng Gia được thành lập chính thức ngày / / ĐẶNG GIA là công ty chuyên về lĩnh vực kinh doanh thiết bị điện tử trực tuyến tại Việt Nam. Uy tín. thái độ phục vụ chuyên nghiệp luôn là phương châm làm việc hàng đầu của công ty chúng tôi. Chúng tôi không ngừng nỗ lực với mong muốn đem lại nhiều giá trị, tiện ích cũng như sự hài lòng và yên tâm đến cho khách hàng; góp phần vào sự thịnh vượng, phát đạt của khách hàng đồng thời tạo lập tên tuổi Đặng Gia\- một doanh nghiệp uy tín đến gần hơn với người tiêu dùng cũng như các doanh nghiệp trong nước và quốc tế. Lựa chọn Đặng Gia chắc chắn sẽ là sự lựa chọn đúng đắn và thông minh nhất của người tiêu dùng
Xem thêm
#### **Quyền lợi được hưởng**


Du Lịch Nghỉ Phép Năm Thưởng Tháng 13 Văn Phòng Tiện Nghi Đồng Phục
#### **Từ khóa**


Lập Trình PHP Developer Backend Developer SEO Marketing Software
#### **Kỹ năng**


PHP MySQL Apache SEO website Laravel",Web_Development,https://vn.indeed.com/viewjob?jk=984fdaa8721bb135,2025-12-19
Lập trình viên PHP - Cơ hội hấp dẫn,CP TM Trực tuyến Đặng Gia,"Hà Nội, HN, VN","**Làm việc giờ hành chính:** 8h\-12h, 13h30 \-17h30, chiều thứ 7 nghỉ sớm 1 tiếng
  
  

CHI TIẾT CÔNG VIỆC
  
* Phát triển các website mới (chính, vệ tinh) của công ty.
* Fix các lỗi website đang gặp phải, xây dựng các tính năng mới cho website theo yêu cầu từ quản lý dự án (chủ yếu liên quan tới Technical trong seo).
* Xử lý các vấn đề về bảo mật web, đề xuất các phương án tối ưu nhất về Technical cho website với công ty.


**Yêu cầu bắt buộc:**  

Tốt nghiệp Cao đẳng, Đại học chuyên ngành CNTT hoặc tương đương
  
Ít nhất 3 năm kinh nghiệm thực tế với PHP web development.
  
**Sử dụng được một trong các frameworks:** CakePHP, Codeigniter, Laravel,...
  
Hiểu rõ các yếu tố liên quan tới Technical Seo dành cho Dev.
  
Nắm rõ kiến thức về CSDL (MySQL, SQL,...), Apache
  
Thành thạo quản trị Domain, Hosting, VPS
  
Khả năng đọc hiểu tài liệu (tiếng việt, tiếng anh)
  
Khả năng làm việc độc lập
  
  

**Có trách nhiệm, chịu được áp lực công việc. Yêu cầu ưu tiên:**  

Có kinh nghiệm thực tế làm các dự án website đề cao yếu tố Technical Seo và trải nghiệm người dùng.
  
Đã xử lý các website lỗi khi tiếp nhận với giải pháp tối ưu nhất.
  
Đã có kinh nghiệm làm việc với người phụ trách Seo.
  
Khả năng làm việc nhóm, kỹ năng giao tiếp.
  
Nhanh nhẹn, cẩn thận, sáng tạo, tư duy tốt
  
QUYỀN LỢI
  
* Thu nhập: 18 \-25M
* Môi trường làm việc năng động, thân thiện, cơ hội thăng tiến cao.
* Có cơ hội để phát huy tối đa năng lực bản thân.
* Được đóng BHXH, lương tháng 13, ngày phép năm, Quà sinh nhật, hiếu hỷ,
* Du lịch, Liên hoan, ăn uống....do công ty tổ chức.


**Địa điểm làm việc:** Hà Nội
  
**Lương:** 18000K \- 25000K VND một tháng
  
**Loại hình công việc:** Thỏa thuận thời gian
  
  

**Yêu cầu:**  

**Quyền lợi:** Du Lịch, Nghỉ Phép Năm, Thưởng Tháng 13, Văn Phòng Tiện Nghi, Đồng Phục
  
**Hạn nộp:** 2026\-01\-31
  
**Kinh nghiệm:** 3 \- 5 năm
  
**Bằng cấp:** Cao đẳng
  
**Lĩnh vực:** IT/CNTT \-IT Phần mềm;Bán hàng, Kinh Doanh \-Marketing \- Lập Trình PHP, Developer, Backend Developer, SEO Marketing, Software
  
**Kỹ năng:** PHP, MySQL, Apache, SEO website, Laravel
  
**Số lượng cần tuyển:** 1
  
**Giới tính:** Không yêu cầu",Web_Development,https://vn.indeed.com/viewjob?jk=26eb4110504792b6,2025-12-19
