id,creation_date,title,tags,view_count,score,answer_count,comment_count
"79505420","2025-03-13 04:28:15","How to implement a Model Context Protocol (MCP) server with SSE?","<python><cursor-ide><model-context-protocol>","7621","3","0","3"
"79466958","2025-02-25 14:51:13","How do I remove the Github pilot button from the Visual Studio 2022 UI?","<visual-studio><visual-studio-2022>","7532","12","1","3"
"79401011","2025-01-30 19:17:54","Minimum supported Gradle version is 8.10.2. Current version is 8.9?","<android><android-studio><gradle><android-jetpack-compose><build.gradle>","7499","1","3","1"
"79527321","2025-03-22 10:55:44","uv run fails with ""failed to spawn""","<python><pyproject.toml><uv>","7499","2","2","5"
"79394930","2025-01-28 19:03:58","Bruno API: Pre-request script to generate access_token automatically","<json><bruno>","7434","2","2","1"
"79450336","2025-02-19 06:06:32","How can I setup tailwind.config.js with Angular & TailwindCSS v4 application","<angular><tailwind-css><tailwind-css-4>","7430","10","1","3"
"79351437","2025-01-13 07:31:48","How to use provideAppInitializer instead of APP_INITIALIZER","<angular><angular19>","7380","7","1","0"
"79467744","2025-02-25 20:00:10","Visual Studio 2022 - Unable to get GitHub Copilot to sign in","<visual-studio><github-copilot>","7308","12","4","1"
"79496243","2025-03-09 16:45:49","Claude connected to github but repositories not available","<github><claude>","7299","2","1","0"
"79376633","2025-01-22 05:44:21","Fastlane - No certificate for team 'XXXXXX' matching 'Apple Distribution: COMPANY_NAME (XXXXXX)'","<flutter><github-actions><fastlane><building-github-actions><fastlane-gym>","7146","1","1","0"
"79365086","2025-01-17 14:37:02","Can I have different virtual environments in a project managed by uv?","<python><python-venv><uv>","7010","8","2","2"
"79349601","2025-01-12 08:43:40","metadata file.dll couldnot be found","<unity-game-engine>","6929","1","6","0"
"79470767","2025-02-26 18:41:40","How to resolve ""Synthetic package output (package:flutter_gen) is deprecated"" warning in Flutter 3.29.0?","<flutter><dart><deprecated>","6871","6","3","0"
"79408101","2025-02-03 07:36:46","What is the correct way of specifying the license in pyproject.toml file for a new package?","<python><setuptools><pyproject.toml>","6849","9","3","2"
"79540647","2025-03-28 06:01:34","How to define custom colors and use them in dark, light mode without using :dark?","<reactjs><typescript><tailwind-css><vite><tailwind-css-4>","6824","10","1","3"
"79416955","2025-02-06 06:32:17","How to prevent the AbortError: signal is aborted without reason","<javascript><abortcontroller>","6814","7","0","17"
"79417096","2025-02-06 07:37:55","How can I force the reinstall of my local package with 'uv'?","<python><packaging><uv>","6737","3","1","0"
"79517178","2025-03-18 11:05:43","Detect if CVE-2025-24813 applies to spring boot","<java><spring><spring-boot><security><tomcat>","6690","2","2","0"
"79428308","2025-02-10 21:09:12","Error downloading node 14.21.3/14.20.0 with NVM. The system cannot find the file specified","<javascript><laravel><npm><nvm>","6663","11","2","1"
"79458011","2025-02-21 16:13:44","Turbopack issue with nextjs15 in windows","<compiler-errors><nextjs-15><turbopack>","6656","3","3","0"
"79344524","2025-01-10 03:19:08","ERROR:""It looks like you are using Playwright Sync API inside the asyncio loop. Please use the Async API instead.""","<python><python-3.x><playwright><playwright-python>","6592","5","1","4"
"79414988","2025-02-05 13:51:07","Internal server error: [postcss] It looks like you're trying to use tailwindcss directly as a PostCSS plugin","<laravel><tailwind-css><vite><postcss><tailwind-css-4>","6588","3","1","1"
"79336497","2025-01-07 15:21:58","How to resolve playstore warning for images/videos files","<google-play><android-permissions>","6566","5","4","1"
"79533237","2025-03-25 09:37:10","Java web-app cannot compile with JDK 24: java: java.lang.ExceptionInInitializerError , com.sun.tools.javac.code.TypeTag :: UNKNOWN","<java><lombok><jdk-24>","6477","4","3","4"
"79475051","2025-02-28 09:28:12","What's the difference between uv lock --upgrade and uv sync?","<python><dependency-management><uv>","6386","5","1","0"
"79382767","2025-01-23 22:33:43","Prevent edge-to-edge behaviour after Android sdk 35","<android>","6382","8","2","4"
"79375793","2025-01-21 20:02:05","S3UploadFailedError due to MissingContentLength when calling PutObject in MLflow using MinIO","<python><amazon-s3><boto><minio><mlflow>","6371","5","2","1"
"79372940","2025-01-21 00:22:48","How to get a list of models available in Ollama using Langchain","<python><artificial-intelligence><langchain>","6292","1","2","0"
"79488683","2025-03-06 08:28:35","How to avoid ""object has no attribute 'isAlive'"" error while debugging in IntelliJ using Python plugin version 241.18034.62","<python><debugging><intellij-idea><pycharm>","6231","7","3","5"
"79364651","2025-01-17 11:46:29","Update spring-boot 3.4.1 Spring Security Error: A filter chain that matches any request has already been configured","<java><spring-boot><spring-security>","6139","7","2","4"
"79528379","2025-03-23 02:41:47","Could not get unknown property 'flutter' for extension 'android'","<android><flutter><gradle><build.gradle><geolocator>","6057","4","3","0"
"79387275","2025-01-25 18:25:44","Getting error when creating NEW Rails project: uninitialized constant ActiveSupport::LoggerThreadSafeLevel::Logger (NameError)","<ruby-on-rails><ruby>","6004","3","3","2"
"79331575","2025-01-05 21:13:41","How to configure Playwright browsers to trust a custom TLS/SSL server certificate?","<javascript><node.js><ssl><playwright><playwright-test>","5949","6","1","0"
"79345535","2025-01-10 11:25:10","How to convert ""Buffer<ArrayBufferLike>"" to ""ArrayBuffer"" in TypeScript 5.7?","<typescript><keepass><typescript-5>","5948","8","4","1"
"79429572","2025-02-11 10:11:09","Whenever I run my React-Vite it says [plugin:vite:esbuild] The service is no longer running","<reactjs><tailwind-css><jsx><vite><postcss>","5915","5","1","0"
"79366993","2025-01-18 10:47:16","Why does ""'VideoFileClip' object has no attribute 'subclip'"" error occur in MoviePy 2.1.2?","<python><moviepy>","5854","6","2","0"
"79421090","2025-02-07 13:43:16","Android 15 Status bar color not changing in edge to edge","<java><android><material-design>","5852","1","2","3"
"79434372","2025-02-12 20:29:48","Sentry errors ""Can't find variable: gmo"", ""invalid or unexpected token"" due to Google ads snippet in index.html of our react app","<reactjs><error-handling><google-ads-api><sentry>","5851","23","1","5"
"79367182","2025-01-18 13:04:35","ImportError: cannot import name 'Tensor' from 'torch' (unknown location)","<python><machine-learning><pytorch>","5847","9","3","5"
"79322568","2025-01-02 00:50:51","Some Kotlin runtime libraries and 29 other jars have an unsupported binary format - Supabase integration","<android><kotlin><gradle><build.gradle><supabase>","5774","2","2","0"
"79519148","2025-03-19 04:57:03","Missing tailwind.config.js in Latest Tailwind CSS and Next.js Versions - Issues Configuring Hero UI","<typescript><next.js><tailwind-css><nextui>","5684","4","2","0"
"79376418","2025-01-22 02:49:08","go get on private gitlab repository fails with no secure protocol found for repository","<go><https><gitlab>","5659","8","2","4"
"79450262","2025-02-19 05:23:41","Flutter Build Failed: ""cannot find symbol"" Error in File Picker & Other Plugins","<android><flutter><flutter-dependencies><quill><filepicker>","5637","3","5","1"
"79340227","2025-01-08 17:30:56","ModuleNotFoundError when installing my own project","<python><windows-subsystem-for-linux><pyproject.toml><uv>","5538","3","2","0"
"79417294","2025-02-06 08:59:40","Docker image pull 500 Internal server error","<docker><docker-compose>","5499","1","2","6"
"79443341","2025-02-16 14:39:22","How do I configure Scalar to authenticate through Entra?","<asp.net-core><openapi><microsoft-entra-id>","5487","10","1","0"
"79324242","2025-01-02 15:34:14","Build .d.ts declaration files with Vite","<reactjs><typescript><vite>","5472","4","1","2"
"79526109","2025-03-21 16:47:39","Visual Studio: NU1008 Central Package Management problem","<visual-studio><blazor><nuget-package><package-management>","5398","6","2","0"
"79373294","2025-01-21 05:36:27","Flutter app shows black screen only on Android platform-specific devices (like Oppo Reno 3 Pro)","<android><flutter><android-studio><flutter-dependencies>","5395","6","3","3"
"79340066","2025-01-08 16:40:59","BackHandler on Compose Multiplatform (Android and iOS)","<android><ios><kotlin><compose-multiplatform>","5302","9","3","5"
"79421667","2025-02-07 17:10:13","VS Code 1.97 Not Responding - freezes - When Opening Terminal","<visual-studio-code><terminal>","5255","6","2","2"
"79391628","2025-01-27 17:18:42","Unable to upgrade Tailwind CSS v3 to v4","<reactjs><migration><tailwind-css><vite><tailwind-css-4>","5192","4","1","1"
"79453380","2025-02-20 04:59:45","Flutter PopScope onPopInvokedWithResult not calling on pressing back button","<flutter><dart><navigation><back>","5181","3","1","2"
"79459083","2025-02-22 04:29:45","How to set variables in a script and share among requests in a collection?","<bruno>","5169","3","2","0"
"79430379","2025-02-11 14:47:44","How can I get uv to Git pull dependencies on uv sync?","<python><uv>","5094","6","1","0"
"79341849","2025-01-09 08:18:10","Plugin [id: 'org.jetbrains.kotlin.plugin.compose', version: '1.9.24', apply: false] was not found in any of the following sources:","<android><kotlin><android-jetpack-compose><build.gradle>","5087","3","2","2"
"79423752","2025-02-08 18:53:35","PrimeNg 19 styles don't work in Angular 19","<css><angular><typescript><node-modules><primeng>","5076","3","2","2"
"79409128","2025-02-03 14:33:59","After upgrading to 8.2.2, there was an error with MudDialogInstance","<mudblazor>","5020","4","1","0"
"79457023","2025-02-21 10:13:07","How to solve edge-to-edge uses of deprecated APIs or parameters?","<android><flutter><edge-to-edge>","4953","8","1","0"
"79346622","2025-01-10 17:59:43","ObjectOptimisticLockingFailureException occurs after upgrade to Spring Boot 3.4","<java><spring><spring-boot><hibernate><spring-data-jpa>","4914","6","1","4"
"79353388","2025-01-13 20:36:50","Custom Theme for Angular 19","<css><angular><sass><angular-material><material3>","4892","3","1","0"
"79495678","2025-03-09 09:20:32","Tailwind @apply doesn't work with @layer base and @layer components anymore in v4","<css><tailwind-css><tailwind-css-4>","4831","4","1","0"
"79372128","2025-01-20 17:06:25","How to use guid v7 in EF Core?","<c#><entity-framework-core><.net-9.0>","4803","8","1","5"
"79383554","2025-01-24 07:27:59","How to install WIX toolset for version 5","<wix><wix5>","4798","2","3","0"
"79478252","2025-03-01 20:44:58","How to disable dark mode in TailwindCSS 4","<javascript><css><tailwind-css><darkmode><tailwind-css-4>","4776","6","2","2"
"79346472","2025-01-10 17:06:15","npm warn cli npm v11.0.0 does not support Node.js v22.5.1. This version of npm supports the following node versions: `^20.17.0 || >=22.9.0`","<node.js><npm>","4753","1","0","3"
"79346057","2025-01-10 14:39:37","how to install postgresql-client 17 on docker alpine (mcr.microsoft.com/azure-cli) using apk","<postgresql><docker><azure-cli><alpine-linux>","4749","2","1","0"
"79385045","2025-01-24 16:48:07","LangChain/LangGraph - TypeError: create_react_agent() got an unexpected keyword argument 'response_format'","<python><langchain><langgraph><langchain-agents>","4729","1","1","0"
"79423004","2025-02-08 10:31:54","Where can I download prior versions of Android Studio?","<android><flutter><android-studio>","4727","3","2","0"
"79445157","2025-02-17 10:50:13","How can I resolve “Missing Privacy Manifest” errors for third-party iOS SDKs?","<ios><sdk><alamofire><manifest><privacy-manifest>","4697","2","1","1"
"79523905","2025-03-20 19:21:17","How to configure Tailwind CSS v4 in an ASP.NET Core MVC project?","<c#><.net-core><asp.net-core-mvc><tailwind-css><tailwind-css-4>","4694","3","2","1"
"79358216","2025-01-15 12:28:54","Python v3.13 has broken Email delivery due to an SSL change","<python><email><ssl>","4694","4","1","9"
"79444743","2025-02-17 07:52:37","How to change where OLLAMA models are saved on linux","<large-language-model><ollama>","4625","1","1","0"
"79392134","2025-01-27 20:45:35","Is there any way to change the Java version shown in the flutter doctor command?","<java><flutter><mobile-application>","4610","5","1","3"
"79390166","2025-01-27 08:55:42","Run python script with uv with path","<python><virtual-environment><uv>","4566","3","2","2"
"79447970","2025-02-18 10:49:29","Sourcing zshrc gives asdf error no plugin named completion","<linux><oh-my-zsh><zshrc><asdf-vm>","4566","13","3","0"
"79511880","2025-03-15 22:28:06","Error using Flutter with Android emulation ""E/libEGL: called unimplemented OpenGL ES API""","<android><flutter><android-emulator>","4558","7","1","4"
"79405254","2025-02-01 15:51:26","AWS CLI copy local file to S3 cloud giving errors","<amazon-web-services><amazon-s3><aws-cli>","4536","1","3","6"
"79351203","2025-01-13 04:51:59","SVN Eclipse plugin (Subversive) Not working when I have upgraded to Eclipse 2024-12","<eclipse><svn><eclipse-plugin><tortoisesvn>","4530","3","2","10"
"79443225","2025-02-16 13:36:08","How to Use Gemini API to Process and Extract Data from an Image?","<python><google-gemini>","4516","1","2","2"
"79386571","2025-01-25 10:54:52","Getting ReferenceError: ReadableStream is not defined, in node js v16.15.0","<reactjs><node.js><react-native><npm><expo>","4467","1","1","0"
"79436794","2025-02-13 15:04:10","Unresolved reference: BaseReactPackage in react-native-screens on Android with React Native 0.72.4","<android><react-native><react-navigation><react-native-gesture-handler><react-native-screens>","4454","3","2","0"
"79446335","2025-02-17 18:48:12","How can I compute `exp(x)/2` when `x` is large?","<c><floating-point><exp><hyperbolic-function>","4402","37","8","0"
"79470410","2025-02-26 16:23:38","Tailscale address resolving using internal DNS servers is not working","<dns><tailscale>","4382","1","1","0"
"79526810","2025-03-22 00:56:29","How can implement darkmode in TailwindCSS v4 using Vite in React project?","<tailwind-css><vite><tailwind-css-4>","4330","2","1","1"
"79386415","2025-01-25 08:36:04","Error: 'could not determine executable to run' when initializing Tailwind CSS with shadcn/ui","<reactjs><tailwind-css><shadcnui><tailwind-css-4>","4293","5","1","3"
"79324938","2025-01-02 20:49:35","SwiftUI scrollview sticky header without using List","<swiftui><swiftui-scrollview>","4288","3","1","0"
"79335827","2025-01-07 11:27:33","React Native: SyntaxError in node_module -> EventEmitter.js: Unexpected Token, Expected ""]""","<android><react-native><node-modules>","4264","8","3","0"
"79390413","2025-01-27 10:26:53","No module named 'boto.vendored.six.moves' in python 3.12","<python><python-3.x><boto3><boto><python-3.12>","4258","2","1","0"
"79361961","2025-01-16 14:26:25","android toolbar not working properly in api 35","<android><xml><kotlin><android-layout><android-toolbar>","4252","5","1","2"
"79466680","2025-02-25 13:11:23","Is there a way for me to join a private channel that requires admin access on Telegram using Telethon?","<telegram><telethon>","4230","2","1","0"
"79516376","2025-03-18 05:32:41","TypeError in SFTTrainer: Unexpected Keyword Arguments (packing, dataset_text_field, max_seq_length)","<huggingface-transformers><huggingface><huggingface-tokenizers><huggingface-trainer>","4211","2","2","1"
"79347608","2025-01-11 06:33:06","Why does a = a * (x + i) / i; and a *= (x + i) / i; return two different results?","<c#><algorithm><integer-division>","4210","33","1","1"
"79406813","2025-02-02 15:07:32","Angular 19 routing child components in standalone architecture","<angular><angular-standalone-components>","4204","5","1","1"
"79491725","2025-03-07 09:02:37","Why does `npm create vite@latest my-app -- --template react -y` trigger the npm warning: ""Unknown CLI config --template""?","<javascript><reactjs><node.js><npm><vite>","4159","3","5","1"
"79385315","2025-01-24 18:33:25","SecurityException: Unknown calling package name 'com.google.android.gms' in Flutter","<android><flutter><firebase><google-maps><build.gradle>","4131","11","1","1"
"79392574","2025-01-28 01:37:37","VS Code removes trailing commas when saving dart files for new projects","<flutter><dart><visual-studio-code>","4105","12","4","5"
"79362562","2025-01-16 17:32:58","Extend Selenium Timeouts to avoid urllib3 read timeout (120s)","<python><selenium-webdriver>","4065","2","2","0"
"79324115","2025-01-02 14:51:07","React Native Build Fails with expo-modules-core:prepareBoost Error: ""Not in GZIP Format""","<react-native><expo>","4052","4","2","0"
"79418320","2025-02-06 14:32:08","OWASP Dependency Check Maven Plugin","<maven><gitlab-ci><owasp-dependency-check><sbom><maven-dependency-check-plugin>","3959","2","2","1"
"79396650","2025-01-29 11:56:37","How to ignore all files using eslint config file?","<eslint><typescript-eslint>","3957","1","2","0"
"79469231","2025-02-26 09:43:40","play-services-ads:24.0.0 resource xml/gma_ad_services_config not found","<android><android-jetpack-compose><admob>","3950","12","2","0"
